229728,874194,,Thu Sep 22 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Sep 04 2011 00:00:00 GMT+0100 (Western European Summer Time),45233252-0, Pavimentação de ruas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Porto, Vila Nova de Gaia,Concurso Público para a Execução da Empreitada de Requalificação Urbanística da Área de Intervenção de Guilherme Gomes Fernandes ,,365 dias,Thu Feb 04 2021 13:17:57 GMT+0000 (Western European Standard Time)
185802,4289,4320.993,Thu Sep 22 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Apr 18 2011 00:00:00 GMT+0100 (Western European Summer Time),45233200-1, Obras diversas de pavimentação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Portalegre, Elvas,Contrato deREQUALIFICAÇÃO DA EN 4 - 1ªFASE ENTRE A ROTUNDA DO LIDL E AS SOCHINHAS - 2º TROÇO,Cumprimento integral do contrato,540 dias,Thu Feb 04 2021 12:38:54 GMT+0000 (Western European Standard Time)
228912,99870,,Mon Sep 19 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Sep 11 2011 00:00:00 GMT+0100 (Western European Summer Time),71221000-3, Serviços de arquitectura para edifícios,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Castelo Branco, Covilhã,oncurso público para o fornecimento do projecto técnico de remodelação do Teatro-Cine da Covilhã,,148 dias,Thu Feb 04 2021 13:17:21 GMT+0000 (Western European Standard Time)
217558,24832,24832,Mon Sep 19 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),39160000-1, Mobiliário escolar,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Faro, Loulé,Contrato nº 144/2011 do fornecimento de material didáctico para a Escola Básica de Vale de Rãs e Escola Básica nº 2 de Almancil.,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 13:08:17 GMT+0000 (Western European Standard Time)
217560,34420,34420,Mon Sep 19 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),39160000-1, Mobiliário escolar,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Faro, Loulé,Contrato nº 144/2011 do fornecimento de material didáctico para a Escola Básica de Vale de Rãs e Escola Básica nº 2 de Almancil.,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 13:08:17 GMT+0000 (Western European Standard Time)
217562,23787,23787,Mon Sep 19 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),39160000-1, Mobiliário escolar,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Faro, Loulé,Contratação do fornecimento de material didáctico para a Escola Básica de Vale de Rãs e Escola Básica nº 2 de Almancil.,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 13:08:17 GMT+0000 (Western European Standard Time)
167175,42944.5,42944.5,Mon Sep 19 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Nov 07 2010 00:00:00 GMT+0000 (Western European Standard Time),45261900-3, Obras de reparação e manutenção de coberturas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Loures,Contrato de substituiçãode cobertura na Escola EB1/JI do Bairro da Covina em Santa Iria de Azóia,Cumprimento integral do contrato,60 dias,Thu Feb 04 2021 12:12:07 GMT+0000 (Western European Standard Time)
213513,62640,62640,Sun Sep 18 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Sep 18 2011 00:00:00 GMT+0100 (Western European Summer Time),34115200-8, Veículos a motor para o transporte de menos de dez pessoas,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Porto, Lousada,Aquisição de oito viaturas ligeiras,Cumprimento integral do contrato,90 dias,Thu Feb 04 2021 13:05:22 GMT+0000 (Western European Standard Time)
174015,163486.75,163486.75,Sat Sep 17 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Dec 03 2010 00:00:00 GMT+0000 (Western European Standard Time),45212400-0, Edifícios para serviço de alojamento e de restauração,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Entroncamento,Remodelação do Centro Cultural,Cumprimento integral do contrato,120 dias,Thu Feb 04 2021 12:23:16 GMT+0000 (Western European Standard Time)
182963,210654.5,210654.5,Sat Sep 17 2011 00:00:00 GMT+0100 (Western European Summer Time),Sat Jan 22 2011 00:00:00 GMT+0000 (Western European Standard Time),45232460-4, Obras de saneamento,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Aveiro, Anadia,Rede de Drenagem e Conduta Elevatória de Couvelha,Cumprimento integral do contrato,150 dias,Thu Feb 04 2021 12:36:16 GMT+0000 (Western European Standard Time)
233133,22400,22400,Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),Sat May 28 2011 00:00:00 GMT+0100 (Western European Summer Time),45200000-9, Obras de construção total ou parcial e de engenharia civil,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Setúbal, Sines,Aquisição de Serviços de Substituição dos Passadiços da Caleira dos Filtros da ETA de Morgavel,Cumprimento integral do contrato,40 dias,Thu Feb 04 2021 13:20:54 GMT+0000 (Western European Standard Time)
233132,11319.47,,Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),Tue Feb 01 2011 00:00:00 GMT+0000 (Western European Standard Time),90710000-7, Gestão ambiental,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Setúbal, Santiago do Cacém,Execução do Controlo de Qualidade da Água do Subsistema de Resíduos Industriais,,365 dias,Thu Feb 04 2021 13:20:54 GMT+0000 (Western European Standard Time)
91422,766663.3,766663.3,Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Jun 25 2010 00:00:00 GMT+0100 (Western European Summer Time),39154000-6, Equipamento para exposições,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Coimbra, Coimbra,CPI-/35/DMG/2009,Cumprimento integral do contrato,90 dias,Thu Feb 04 2021 10:09:14 GMT+0000 (Western European Standard Time)
211403,312460.34,,Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 11 2011 00:00:00 GMT+0000 (Western European Standard Time),45233120-6, Construção de estradas,Não aplicável,Artigo 52.º, n.º 2 do DL nº 72-A/2010, de 18.06,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Entroncamento,Beneficiação do CM 1179 - Ligação do Concelho do Entroncamento até ao Limite do Concelho de Torres Novas - Zona Industrial Riachos,Cumprimento não integral do contrato (Contrato Anulado, Declarado Nulo ou Objecto de Recusa de Visto),180 dias,Thu Feb 04 2021 13:03:29 GMT+0000 (Western European Standard Time)
231691,1398.888,,Fri Sep 16 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Mar 24 2011 00:00:00 GMT+0000 (Western European Standard Time),45112711-2, Trabalhos de paisagismo em parques,Não aplicável,Artigo 52.º, n.º 2 do DL nº 72-A/2010, de 18.06,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Entroncamento,Execução do Parque Verde do Bonito (Espaços de Recreio e Equipamentos de Apoio),Cumprimento não integral do contrato (Contrato Anulado, Declarado Nulo ou Objecto de Recusa de Visto),210 dias,Thu Feb 04 2021 13:19:36 GMT+0000 (Western European Standard Time)
191905,797500,825135,Mon Sep 12 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Sep 04 2011 00:00:00 GMT+0100 (Western European Summer Time),45216111-5, Construção de esquadra de polícia,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Porto, Vila Nova de Gaia,Concurso Público para a Execução da Empreitada de Construção de Esquadra da Polícia de Segurança Pública de Valadares  ,Cumprimento integral do contrato,365 dias,Thu Feb 04 2021 12:44:58 GMT+0000 (Western European Standard Time)
158933,193000,,Sun Sep 11 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Aug 01 2010 00:00:00 GMT+0100 (Western European Summer Time),09100000-0, Combustíveis,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Porto, Penafiel<BR/>Portugal, Porto, Lousada,Fornecimento de gasóleo a granel ,Cumprimento não integral do contrato (Resolução do Contrato),360 dias,Thu Feb 04 2021 12:01:20 GMT+0000 (Western European Standard Time)
158634,193000,1115.336,Sun Sep 11 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Aug 01 2010 00:00:00 GMT+0100 (Western European Summer Time),90512000-9, Serviços de transporte de resíduos,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Porto, Penafiel,Prestação de Serviços de transporte de lixiviados,Cumprimento integral do contrato,360 dias,Thu Feb 04 2021 12:00:55 GMT+0000 (Western European Standard Time)
121605,10596,10596,Sat Sep 10 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Feb 15 2010 00:00:00 GMT+0000 (Western European Standard Time),39160000-1, Mobiliário escolar,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Porto, Amarante,Fornecimento de mobiliário para a Escola do 1.º Ciclo da Igreja - Vila Caíz,Cumprimento integral do contrato,15 dias,Thu Feb 04 2021 11:01:35 GMT+0000 (Western European Standard Time)
229088,6095.88,6595.92,Sat Sep 10 2011 00:00:00 GMT+0100 (Western European Summer Time),Tue Feb 01 2011 00:00:00 GMT+0000 (Western European Standard Time),50750000-7, Serviços de manutenção de elevadores,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Cascais,Contrato de Prestação de Serviços de Manutenção de Elevador e Monta Cargas da ETAR da Guia,Cumprimento integral do contrato,1095 dias,Thu Feb 04 2021 13:17:33 GMT+0000 (Western European Standard Time)
235837,945405.06,782670.25,Sat Sep 10 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Sep 08 2011 00:00:00 GMT+0100 (Western European Summer Time),45232411-6, Construção de condutas para águas residuais,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Porto, Lousada,Redes de Abastecimento de Água em Sousela e St.º Estêvão e Redes de Drenagem de Águas Residuais nas bacias M4, M5, M7, M9, M27.2, S19, S28, S32A e V8.,Cumprimento integral do contrato,300 dias,Thu Feb 04 2021 13:23:30 GMT+0000 (Western European Standard Time)
118571,100980,,Fri Sep 09 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Apr 18 2010 00:00:00 GMT+0100 (Western European Summer Time),34114200-1, Veículos para fins policiais,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Região Autónoma da Madeira, Funchal,Aquisição de três viaturas de reboque que se destinam à Polícia de Segurança Pública no âmbito do protocolo de colaboração entre a Região Autónoma da Madeira e a Polícia de Segurança Pública (11/AD/2009),,120 dias,Thu Feb 04 2021 10:56:43 GMT+0000 (Western European Standard Time)
197573,648257.8,,Fri Sep 09 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Apr 28 2011 00:00:00 GMT+0100 (Western European Summer Time),45233162-2, Construção de via para ciclistas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Aveiro, Ovar,Projecto de Execução da Ecopista entre as Praias do Furadouro e Esmoriz,,270 dias,Thu Feb 04 2021 12:50:50 GMT+0000 (Western European Standard Time)
222935,232777.9,,Thu Sep 08 2011 00:00:00 GMT+0100 (Western European Summer Time),Sat Aug 13 2011 00:00:00 GMT+0100 (Western European Summer Time),45216112-2, Construção de tribunal,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Região Autónoma dos Açores, Povoação,Empreitada de obras de remodelação e beneficiação para o Palácio da Justiça de Povoação, na Ilha de S. Miguel nos Açores,,150 dias,Thu Feb 04 2021 13:12:54 GMT+0000 (Western European Standard Time)
241662,274295,250617.44,Thu Sep 08 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Sep 02 2011 00:00:00 GMT+0100 (Western European Summer Time),30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software),Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços<br/>Aquisição de bens móveis,Concurso público,Portugal, Évora, Reguengos de Monsaraz<BR/>Portugal, Évora, Mora<BR/>Portugal, Évora, Montemor-o-Novo<BR/>Portugal, Évora, Arraiolos<BR/>Portugal, Évora, Redondo<BR/>Portugal, Évora, Viana do Alentejo<BR/>Portugal, Évora, Mourão<BR/>Portugal, Évora, Portel<BR/>Portugal, Évora, Alandroal<BR/>Portugal, Évora, Vendas Novas<BR/>Portugal, Évora, Estremoz<BR/>Portugal, Évora, Évora<BR/>Portugal, Évora, Vila Viçosa,Aquisição de Quadros Interactivos, Redes e Vídeo Vigilância para Escolas do 1º Ciclo,Cumprimento integral do contrato,90 dias,Thu Feb 04 2021 13:29:46 GMT+0000 (Western European Standard Time)
109451,517719.78,517267.16,Mon Sep 05 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Jul 18 2010 00:00:00 GMT+0100 (Western European Summer Time),45432110-8, Obras de pavimentação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Braga, Esposende,Contrato para a empreitada de Requalificação Ambiental do Pinhal de Ofir no âmbito da Intervenção do Programa Polis Litoral Norte,Cumprimento integral do contrato,120 dias,Thu Feb 04 2021 10:41:00 GMT+0000 (Western European Standard Time)
232385,89000,,Mon Sep 05 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Aug 18 2011 00:00:00 GMT+0100 (Western European Summer Time),45454100-5, Obras de restauro<BR/>45454000-4, Obras de reestruturação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Setúbal, Grandola,Regeneração Urbana da Parcela I - Lousal - Grândola - Zona 1 - Loteamento 5 - S. Jorge - 1ª Fase de Intervenção,,120 dias,Thu Feb 04 2021 13:20:15 GMT+0000 (Western European Standard Time)
65753,4850,4850,Sun Sep 04 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Jul 09 2009 00:00:00 GMT+0100 (Western European Summer Time),92360000-2, Serviços de pirotecnia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Coimbra, Lousã,Contratação de um serviço para a execução de espectáculos pirotécnico e piro musical, no ânbito da feira anual de S. João 2009,Cumprimento integral do contrato,1 dias,Thu Feb 04 2021 09:13:35 GMT+0000 (Western European Standard Time)
217568,79376.03,79376.03,Sun Sep 04 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Sep 02 2011 00:00:00 GMT+0100 (Western European Summer Time),45221100-3, Construção de pontes,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Leiria, Bombarral,CONTRATO Nº 169/2011/EMP/COCS,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 13:08:17 GMT+0000 (Western European Standard Time)
236328,164295,,Sat Sep 03 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Aug 12 2011 00:00:00 GMT+0100 (Western European Summer Time),44613800-8, Contentores para resíduos,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Vila Real, Mondim de Basto,Sistema de Recolha de Resíduos Sólidos Urbanos - Selectividade, Valorização e Reciclagem.,,365 dias,Thu Feb 04 2021 13:24:09 GMT+0000 (Western European Standard Time)
227548,10897.5,,Sat Sep 03 2011 00:00:00 GMT+0100 (Western European Summer Time),Sat Jul 16 2011 00:00:00 GMT+0100 (Western European Summer Time),30216200-8, Leitores de cartões magnéticos,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Braga, Amares,Fornecimento de Solução de Controlo de Assiduidade e Acessos,,365 dias,Thu Feb 04 2021 13:16:08 GMT+0000 (Western European Standard Time)
149141,22000,22000,Sat Sep 03 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri May 21 2010 00:00:00 GMT+0100 (Western European Summer Time),45120000-4, Perfuração e sondagem por perfuração,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,Campanha de Prospecção Geológica e Geotécnica Complementar no âmbito da Construção do Novo Museu dos Coches, na Área de Intervenção Ajuda/Belém,Cumprimento integral do contrato,20 dias,Thu Feb 04 2021 11:47:58 GMT+0000 (Western European Standard Time)
149758,441549.56,,Fri Sep 02 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu May 13 2010 00:00:00 GMT+0100 (Western European Summer Time),45111100-9, Demolição,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Faro, Olhão,Empreitada de Demolições, Remoção de Resíduos, Limpeza do Areal e Leito da Ria na Ilha da Armona - Núcleo da Fuseta ,,45 dias,Thu Feb 04 2021 11:48:55 GMT+0000 (Western European Standard Time)
134833,454980,444883.22,Fri Sep 02 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Sep 16 2010 00:00:00 GMT+0100 (Western European Summer Time),45233142-6, Reparação de estradas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Viseu, Lamego,Arruamento de ligação da EN 226 a Vila Meã - Ferreirim,Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 11:25:07 GMT+0000 (Western European Standard Time)
176618,96358.96,96358.93,Fri Sep 02 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Aug 09 2010 00:00:00 GMT+0100 (Western European Summer Time),45232411-6, Construção de condutas para águas residuais,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Setúbal, Sesimbra,Pavimentação e execução de colector e valeta de pluviais em Alfarim,Cumprimento integral do contrato,90 dias,Thu Feb 04 2021 12:27:01 GMT+0000 (Western European Standard Time)
190717,228700,228450,Thu Sep 01 2011 00:00:00 GMT+0100 (Western European Summer Time),Sat Aug 27 2011 00:00:00 GMT+0100 (Western European Summer Time),45315600-4, Instalações de baixa tensão,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Braga, Fafe,Reguladores de fluxo luminoso-instalações Eléctricas,Cumprimento integral do contrato,75 dias,Thu Feb 04 2021 12:43:39 GMT+0000 (Western European Standard Time)
211065,600000,600000,Thu Sep 01 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Jul 24 2011 00:00:00 GMT+0100 (Western European Summer Time),72230000-6, Serviços de desenvolvimento de software à medida<BR/>71354300-7, Serviços de levantamento cadastral,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Évora, Estremoz<BR/>Portugal, Évora, Arraiolos<BR/>Portugal, Évora, Borba<BR/>Portugal, Évora, Alandroal<BR/>Portugal, Évora, Redondo<BR/>Portugal, Évora, Vendas Novas<BR/>Portugal, Évora, Mourão<BR/>Portugal, Évora, Reguengos de Monsaraz<BR/>Portugal, Évora, Montemor-o-Novo<BR/>Portugal, Évora, Vila Viçosa<BR/>Portugal, Évora, Mora<BR/>Portugal, Évora, Viana do Alentejo<BR/>Portugal, Évora, Portel,Aquisição de Serviços para Levantamento e gestão do Cadastro de Infra-estruturas de abastecimento de água e de saneamento dos aglomerados urbanos da Comunidade Intermunicipal do Alentejo Central (CIMAC).,Cumprimento integral do contrato,478 dias,Thu Feb 04 2021 13:03:07 GMT+0000 (Western European Standard Time)
215328,5120,,Thu Sep 01 2011 00:00:00 GMT+0100 (Western European Summer Time),Thu Sep 01 2011 00:00:00 GMT+0100 (Western European Summer Time),22817000-0, Agendas e planificadores pessoais,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Coimbra, Coimbra,Concepção e Execução Gráfica da Agenda 2011,,10 dias,Thu Feb 04 2021 13:06:56 GMT+0000 (Western European Standard Time)
226751,1973.544,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Jul 01 2011 00:00:00 GMT+0100 (Western European Summer Time),50220000-3, Serviços de reparação e manutenção e serviços conexos relacionados com vias férreas e outro equipamento,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Portugal Continental,Contrato nº 5010004512 - Lote 1 - Prestação de Serviços de Manutenção na Especialidade de Energia de Tracção – Lote 1 (Instalações situadas a norte da Zona Neutra de Vale de Santarém (inclusive))”.,,1825 dias,Thu Feb 04 2021 13:15:33 GMT+0000 (Western European Standard Time)
154057,14500,14500,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),71221000-3, Serviços de arquitectura para edifícios,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços<br/>Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Castelo Branco, Covilhã,Fornecimento dos projectos de arquitectura e especialidades para o edificio de apoio à praia fluvial de Verdelhos e projecto de arranjo exteriores,Cumprimento integral do contrato,35 dias,Thu Feb 04 2021 11:54:47 GMT+0000 (Western European Standard Time)
226752,2141.781,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri Jul 01 2011 00:00:00 GMT+0100 (Western European Summer Time),50220000-3, Serviços de reparação e manutenção e serviços conexos relacionados com vias férreas e outro equipamento,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Portugal Continental,Contrato nº 5010004512 - Lote 2 -Prestação de Serviços de Manutenção na Especialidade de Energia de Tracção  instalações de situadas a sul da Zona Neutra de Vale de Santarém (exclusive),,1825 dias,Thu Feb 04 2021 13:15:33 GMT+0000 (Western European Standard Time)
170768,1147.929,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Sun Jun 12 2011 00:00:00 GMT+0100 (Western European Summer Time),50000000-5, Serviços de reparação e manutenção<BR/>42512300-1, Sistemas de aquecimento, ventilação e ar condicionado<BR/>50711000-2, Serviços de reparação e manutenção de equipamento eléctrico em edifícios<BR/>50532400-7, Serviços de reparação e manutenção de equipamento de distribuição eléctrica<BR/>50610000-4, Serviços de reparação e manutenção de equipamento de segurança,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Setúbal, Setúbal,Contrato 5010003827 - Lote 8 - PS de Manutenção de Instalações de Baixa Tensão CM Setúbal,,1825 dias,Thu Feb 04 2021 12:17:52 GMT+0000 (Western European Standard Time)
170764,657523.5,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Apr 18 2011 00:00:00 GMT+0100 (Western European Summer Time),42512300-1, Sistemas de aquecimento, ventilação e ar condicionado<BR/>50610000-4, Serviços de reparação e manutenção de equipamento de segurança<BR/>50711000-2, Serviços de reparação e manutenção de equipamento eléctrico em edifícios<BR/>50532400-7, Serviços de reparação e manutenção de equipamento de distribuição eléctrica<BR/>50000000-5, Serviços de reparação e manutenção,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Guarda, Guarda,Contrato 5010003827 - Lote 3 - PS de Manutenção de Instalações de Baixa Tensão CM Guarda,,1825 dias,Thu Feb 04 2021 12:17:52 GMT+0000 (Western European Standard Time)
170766,737556.7,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Apr 18 2011 00:00:00 GMT+0100 (Western European Summer Time),50532400-7, Serviços de reparação e manutenção de equipamento de distribuição eléctrica<BR/>50000000-5, Serviços de reparação e manutenção<BR/>42512300-1, Sistemas de aquecimento, ventilação e ar condicionado<BR/>50711000-2, Serviços de reparação e manutenção de equipamento eléctrico em edifícios<BR/>50610000-4, Serviços de reparação e manutenção de equipamento de segurança,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Aveiro, Aveiro,Contrato 5010003827 - Lote 2 - PS de Manutenção de Instalações de Baixa Tensão CM Aveiro,,1825 dias,Thu Feb 04 2021 12:17:52 GMT+0000 (Western European Standard Time)
170763,1030.173,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Mon Apr 18 2011 00:00:00 GMT+0100 (Western European Summer Time),50711000-2, Serviços de reparação e manutenção de equipamento eléctrico em edifícios<BR/>50532400-7, Serviços de reparação e manutenção de equipamento de distribuição eléctrica<BR/>42512300-1, Sistemas de aquecimento, ventilação e ar condicionado<BR/>50000000-5, Serviços de reparação e manutenção<BR/>50610000-4, Serviços de reparação e manutenção de equipamento de segurança,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Santarém, Entroncamento,Contrato 5010003827 - Lote 6 - PS de Manutenção de Instalações de Baixa Tensão CM Entroncamento,,1825 dias,Thu Feb 04 2021 12:17:52 GMT+0000 (Western European Standard Time)
170767,3372.834,,Mon Aug 29 2011 00:00:00 GMT+0100 (Western European Summer Time),Fri May 13 2011 00:00:00 GMT+0100 (Western European Summer Time),50610000-4, Serviços de reparação e manutenção de equipamento de segurança<BR/>50000000-5, Serviços de reparação e manutenção<BR/>50711000-2, Serviços de reparação e manutenção de equipamento eléctrico em edifícios<BR/>42512300-1, Sistemas de aquecimento, ventilação e ar condicionado<BR/>50532400-7, Serviços de reparação e manutenção de equipamento de distribuição eléctrica,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Lisboa, Lisboa,Contrato 5010003827 - Lote 7 - PS de Manutenção de Instalações de Baixa Tensão CM Lisboa,,1825 dias,Thu Feb 04 2021 12:17:52 GMT+0000 (Western European Standard Time)
